familia,unidade_geografica,ano,variavel,valor,unidade_medida,selo,nivel_fonte,fonte,metodo,nota
forma_urbana,aoi,2020,largest_patch_index_pct_reassentamento,0.0179,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=782. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2025,largest_patch_index_pct_reassentamento,0.0085,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=1210. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2000,largest_patch_index_pct_urbano,0.1792,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=15340. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2005,largest_patch_index_pct_urbano,0.2033,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=22753. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2010,largest_patch_index_pct_urbano,0.3416,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=31288. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,aoi,2015,largest_patch_index_pct_urbano,0.446,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=41420. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2020,largest_patch_index_pct_urbano,0.4765,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=43839. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2025,largest_patch_index_pct_urbano,0.5238,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=47892. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2000,n_manchas_industrial,,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/industrial_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=0. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2005,n_manchas_industrial,,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/industrial_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=0. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2010,n_manchas_industrial,239.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/industrial_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=8257. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,aoi,2015,n_manchas_industrial,194.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/industrial_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=35051. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2020,n_manchas_industrial,227.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/industrial_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=46104. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2025,n_manchas_industrial,184.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/industrial_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=62973. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2000,n_manchas_reassentamento,,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=0. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2005,n_manchas_reassentamento,,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=0. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2010,n_manchas_reassentamento,1.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=1338. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,aoi,2015,n_manchas_reassentamento,46.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=1829. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2020,n_manchas_reassentamento,49.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=782. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2025,n_manchas_reassentamento,72.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/reassentamento_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=1210. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2000,n_manchas_urbano,254.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=15340. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2005,n_manchas_urbano,339.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=22753. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2010,n_manchas_urbano,356.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=31288. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,aoi,2015,n_manchas_urbano,380.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=41420. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2020,n_manchas_urbano,393.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=43839. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,aoi,2025,n_manchas_urbano,474.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=47892. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,cateme,2000,area_km2_assentamento_wsf,0.018,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2005,area_km2_assentamento_wsf,0.0405,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2010,area_km2_assentamento_wsf,0.9423,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,area_km2_assentamento_wsf,1.1961,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2000,area_km2_reassentamento,0.0,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/reassentamento_2000_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,cateme,2005,area_km2_reassentamento,0.0,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/reassentamento_2005_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,cateme,2010,area_km2_reassentamento,1.2042,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/reassentamento_2010_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,cateme,2015,area_km2_reassentamento,1.3131,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/reassentamento_2015_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,cateme,2020,area_km2_reassentamento,0.6453,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/reassentamento_2020_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,cateme,2025,area_km2_reassentamento,0.7254,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/reassentamento_2025_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,cateme,2023,area_media_edificacao_m2,27.63,m2,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Epoch de Open Buildings v3 aproximado como 2023 (Google não publica data de aquisição por edifício nesta AOI). Não é série temporal — comparável só ao ano informado. Sensível à comissão do mapa (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não interpretar como medição absoluta livre de erro."
forma_urbana,cateme,2005,cagr_pct_ano_desde_2000_assentamento_wsf,17.6079,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2005)/area(2000))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,cagr_pct_ano_desde_2000_assentamento_wsf,32.2817,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif",CAGR do intervalo inteiro observado pelo WSF: 2000-2015.,"Nota do ADR 0008: 2005-2010 e 2010-2015 têm a mesma mediana de observações da classificação própria (4) e são o trecho menos contaminado por viés de sensor — mas esta linha já é WSF, que não tem esse viés por construção; a nota vale para quem comparar com a série de classificação em paralelo. Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão)."
forma_urbana,cateme,2010,cagr_pct_ano_desde_2005_assentamento_wsf,87.6493,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2010)/area(2005))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,cagr_pct_ano_desde_2010_assentamento_wsf,4.8855,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2015)/area(2010))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2005,concentracao_direcional_r_desde_2000,0.1968,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=25.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2010,concentracao_direcional_r_desde_2005,0.9801,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=1002.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2015,concentracao_direcional_r_desde_2010,0.298,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=282.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2020,concentracao_direcional_r_desde_2015,0.5222,adimensional_0_1,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=86.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,cateme,2025,concentracao_direcional_r_desde_2020,0.3643,adimensional_0_1,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=288.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
